created_date,job_title,company,salary,address,time,link_description
12-11-2025,TECHNICAL MANAGER,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,14-12-2025,https://topdev.vn/detail-jobs/technical-manager-bright-software-solution-ltd-2066688?src=topdev_home&medium=superhotjobs
12-11-2025,Chuyên gia/Chuyên viên cao cấp Phân tích nghiệp vụ (BA),Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,18-12-2025,https://topdev.vn/detail-jobs/chuyen-gia-chuyen-vien-cao-cap-phan-tich-nghiep-vu-ba-ngan-hang-tmcp-an-binh-abbank-2067909?src=topdev_home&medium=superhotjobs
12-11-2025,Viettel Thành phố Hồ Chí Minh - Nhân viên Giải pháp Công nghệ thông tin,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,28-12-2025,https://topdev.vn/detail-jobs/viettel-thanh-pho-ho-chi-minh-nhan-vien-giai-phap-cong-nghe-thong-tin-viettel-thanh-pho-ho-chi-minh-chi-nhanh-tap-doan-vien-thong-quan-doi-2071971?src=topdev_home&medium=superhotjobs
12-11-2025,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,Viettel Thành Phố Hồ Chí Minh - Chi Nhánh Tập Đoàn Viễn Thông Quân Đội,From 18.000.000 VND,Hồ Chí Minh,28-12-2025,https://topdev.vn/detail-jobs/viettel-thanh-pho-ho-chi-minh-nhan-vien-giai-phap-cong-nghe-thong-tin-viettel-thanh-pho-ho-chi-minh-chi-nhanh-tap-doan-vien-thong-quan-doi-2071971?src=topdev_home&medium=superhotjobs
12-14-2025,Đống Đa HN - Tuyển Gấp Kỹ Sư Cầu Nối BrSE - Thưởng và Chế Độ Hấp Dẫn,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",19-12-2025,https://topdev.vn/detail-jobs/dong-da-hn-tuyen-gap-ky-su-cau-noi-brse-thuong-va-che-do-hap-dan-neos-vietnam-international-co-ltd-2068468?src=topdev_home&medium=superhotjobs
12-14-2025,FE MANAGER (Hybrid),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",20-12-2025,https://topdev.vn/detail-jobs/fe-manager-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068829?src=topdev_home&medium=superhotjobs
12-14-2025,Japanese Business Analyst (Hybrid),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",20-12-2025,https://topdev.vn/detail-jobs/japanese-business-analyst-hybrid-cong-ty-tnhh-lnp-technologies-inc-2068839?src=topdev_home&medium=superhotjobs
12-14-2025,Project Leader/ BrSE (Japanese N2+),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",20-12-2025,https://topdev.vn/detail-jobs/project-leader-brse-japanese-n2-nec-vietnam-2069095?src=topdev_home&medium=superhotjobs
12-14-2025,"[Hưng Yên] Nhân Viên Phân Tích Dữ Liệu (IT, Powerbi,..) Công Ty Sản Xuất - Không Yêu Cầu Kinh Nghiệm","NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",24-12-2025,https://topdev.vn/detail-jobs/hung-yen-nhan-vien-phan-tich-du-lieu-it-powerbi-cong-ty-san-xuat-khong-yeu-cau-kinh-nghiem-cong-ty-tnhh-mektec-manufacturing-viet-nam-2070506?src=topdev_home&medium=superhotjobs
12-14-2025,Backend Developer (Middle),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",25-12-2025,https://topdev.vn/detail-jobs/backend-developer-middle-cong-ty-tnhh-chung-khoan-nh-viet-nam-nhsv-2070672?src=topdev_home&medium=superhotjobs
12-14-2025,BRIDGE SYSTEM ENGINEER (BRSE),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",25-12-2025,https://topdev.vn/detail-jobs/bridge-system-engineer-brse-cube-system-vietnam-co-ltd-2070783?src=topdev_home&medium=superhotjobs
12-14-2025,Android Developer,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",25-12-2025,https://topdev.vn/detail-jobs/android-developer-megazone-vietnam-company-limited-2070784?src=topdev_home&medium=superhotjobs
12-14-2025,Chief Technology Officer (CTO),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",26-12-2025,https://topdev.vn/detail-jobs/chief-technology-officer-cto-cong-ty-co-phan-tap-doan-apec-group-2070918?src=topdev_home&medium=superhotjobs
12-14-2025,Bridge Project Manager (BPM),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",27-12-2025,https://topdev.vn/detail-jobs/bridge-project-manager-bpm-vitalify-asia-cong-ty-tnhh-vitalify-a-chau-2071386?src=topdev_home&medium=superhotjobs
12-14-2025,Nhân Viên Dịch Vụ Và Bảo Dưỡng Sản Phẩm (Parttime),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",27-12-2025,https://topdev.vn/detail-jobs/nhan-vien-dich-vu-va-bao-duong-san-pham-parttime-cong-ty-tnhh-coway-vina-2072028?src=topdev_home&medium=superhotjobs
12-14-2025,Automation Test Lead (QA QC / Tester),"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",04-01-2026,https://topdev.vn/detail-jobs/automation-test-lead-qa-qc-tester-endava-vietnam-2075111?src=topdev_home&medium=superhotjobs
12-14-2025,Project Planner / Business Analyst / Project Coordinator,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",04-01-2026,https://topdev.vn/detail-jobs/project-planner-business-analyst-project-coordinator-cong-ty-tnhh-kway-vina-2075415?src=topdev_home&medium=superhotjobs
12-14-2025,Business Analyst,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",09-01-2026,https://topdev.vn/detail-jobs/business-analyst-cong-ty-tnhh-capgemini-viet-nam-2077190?src=topdev_home&medium=superhotjobs
12-14-2025,Website Master,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",09-01-2026,https://topdev.vn/detail-jobs/website-master-cty-tnhh-mtv-truyen-thong-hung-thinh-2077203?src=topdev_home&medium=superhotjobs
12-14-2025,Đống Đa HN - Tuyển Gấp Kỹ Sư Cầu Nối BrSE - Thưởng và Chế Độ Hấp Dẫn,"NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",19-12-2025,https://topdev.vn/detail-jobs/dong-da-hn-tuyen-gap-ky-su-cau-noi-brse-thuong-va-che-do-hap-dan-neos-vietnam-international-co-ltd-2068468?src=topdev_home&medium=superhotjobs
12-14-2025,"NEOS VIETNAM INTERNATIONAL CO., LTD","NEOS VIETNAM INTERNATIONAL CO., LTD",2.000 USD to 3.000 USD,"Quận Đống Đa, Hà Nội",19-12-2025,https://topdev.vn/detail-jobs/dong-da-hn-tuyen-gap-ky-su-cau-noi-brse-thuong-va-che-do-hap-dan-neos-vietnam-international-co-ltd-2068468?src=topdev_home&medium=superhotjobs
12-12-2025,AI Architect/ Head of AI,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,10-01-2026,https://topdev.vn/detail-jobs/ai-architect-head-of-ai-nec-vietnam-2077498?src=topdev_home&medium=superhotjobs
12-12-2025,[Sign-on Bonus] Project Manager (Japanese N2+),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,10-01-2026,https://topdev.vn/detail-jobs/sign-on-bonus-project-manager-japanese-n2-nec-vietnam-2077511?src=topdev_home&medium=superhotjobs
12-12-2025,Nhân viên chế bản - Webtoon/ Manga - Full-time,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,11-01-2026,https://topdev.vn/detail-jobs/nhan-vien-che-ban-webtoon-manga-full-time-daoukiwoom-innovation-2077604?src=topdev_home&medium=superhotjobs
12-12-2025,Junior Japanese Coordinator - Webtoon/ Điều Phối Webtoon Biết Tiếng Nhật,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,11-01-2026,https://topdev.vn/detail-jobs/junior-japanese-coordinator-webtoon-dieu-phoi-webtoon-biet-tieng-nhat-daoukiwoom-innovation-2077616?src=topdev_home&medium=superhotjobs
12-12-2025,Senior Sales Executive,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,11-01-2026,https://topdev.vn/detail-jobs/senior-sales-executive-daoukiwoom-innovation-2077876?src=topdev_home&medium=superhotjobs
12-12-2025,Fresher/Junior Software Developer (Java/.NET/PHP),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,21-12-2025,https://topdev.vn/detail-jobs/fresher-junior-software-developer-java-net-php-allexceed-viet-nam-2069639?src=topdev_home&medium=superhotjobs
12-12-2025,Automotive System Verification Engineer,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,24-12-2025,https://topdev.vn/detail-jobs/automotive-system-verification-engineer-cong-ty-tnhh-yura-corporation-bac-ninh-chi-nhanh-ha-noi-2070080?src=topdev_home&medium=superhotjobs
12-12-2025,QA Leader - Mức lương upto 40M,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,14-12-2025,https://topdev.vn/detail-jobs/qa-leader-muc-luong-upto-40m-cong-ty-co-phan-1office-2067227?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên viên Quản trị hệ thống - SYSTEM Engineer - Upto 35M,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,14-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-quan-tri-he-thong-system-engineer-upto-35m-cong-ty-co-phan-1office-2067261?src=topdev_home&medium=superhotjobs
12-12-2025,Golang Developer (Backend),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,18-12-2025,https://topdev.vn/detail-jobs/golang-developer-backend-solum-vina-hcmc-co-ltd-2067626?src=topdev_home&medium=superhotjobs
12-12-2025,DEVELOPER,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,19-12-2025,https://topdev.vn/detail-jobs/developer-infoplus-2068167?src=topdev_home&medium=superhotjobs
12-12-2025,Kỹ sư cơ điện (Điều hòa - Thông gió/ Điện – Điện nhẹ/ Cấp thoát nước – Cứu hỏa),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,19-12-2025,https://topdev.vn/detail-jobs/ky-su-co-dien-dieu-hoa-thong-gio-dien-dien-nhe-cap-thoat-nuoc-cuu-hoa-sigma-engineering-jsc-2068514?src=topdev_home&medium=superhotjobs
12-12-2025,DEVOPS ENGINEER (Upto $2000 Gross),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,19-12-2025,https://topdev.vn/detail-jobs/devops-engineer-upto-2000-gross-cong-ty-tnhh-amberos-2068563?src=topdev_home&medium=superhotjobs
12-12-2025,Full-stack Developer (Java/.NET/PHP - 3 yoe),NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,21-12-2025,https://topdev.vn/detail-jobs/full-stack-developer-java-net-php-3-yoe-allexceed-viet-nam-2069649?src=topdev_home&medium=superhotjobs
12-12-2025,Chuyên viên phân tích nghiệp vụ (Business Analyst) - Kinh nghiệm HIS,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,24-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-phan-tich-nghiep-vu-business-analyst-kinh-nghiem-his-benh-vien-da-khoa-phuong-dong-chi-nhanh-cong-ty-tnhh-to-hop-y-te-phuong-dong-2069986?src=topdev_home&medium=superhotjobs
12-12-2025,AI Architect/ Head of AI,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,10-01-2026,https://topdev.vn/detail-jobs/ai-architect-head-of-ai-nec-vietnam-2077498?src=topdev_home&medium=superhotjobs
12-12-2025,NEC Vietnam,NEC Vietnam,Thương lượng,Hồ Chí Minh - Hà Nội,10-01-2026,https://topdev.vn/detail-jobs/ai-architect-head-of-ai-nec-vietnam-2077498?src=topdev_home&medium=superhotjobs
12-14-2025,KỸ THUẬT VIÊN (TẠI TP BẮC NINH/ QUẾ VÕ/ THUẬN THÀNH/ LƯƠNG TÀI/TIÊN DU/TỪ SƠN),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,24-12-2025,https://topdev.vn/detail-jobs/ky-thuat-vien-tai-tp-bac-ninh-que-vo-thuan-thanh-luong-tai-tien-du-tu-son-cong-ty-co-phan-vien-thong-fpt-chi-nhanh-bac-ninh-2070206?src=topdev_home&medium=superhotjobs
12-14-2025,Senior Android Developer (Signing Bonus),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,25-12-2025,https://topdev.vn/detail-jobs/senior-android-developer-signing-bonus-tp-entertainment-2070794?src=topdev_home&medium=superhotjobs
12-14-2025,ERP Developer (D365 FO),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,27-12-2025,https://topdev.vn/detail-jobs/erp-developer-d365-fo-ila-vietnam-2071559?src=topdev_home&medium=superhotjobs
12-14-2025,AI ENGINEER,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,27-12-2025,https://topdev.vn/detail-jobs/ai-engineer-cong-ty-tnhh-phat-trien-cong-nghe-j317-2071668?src=topdev_home&medium=superhotjobs
12-14-2025,"BACK-END DEVELOPER (PYTHON, GO, NODE.JS)",CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,28-12-2025,https://topdev.vn/detail-jobs/back-end-developer-python-go-node-js-cong-ty-co-phan-vien-thong-fpt-fpt-telecom-2072149?src=topdev_home&medium=superhotjobs
12-14-2025,Business Analyst (Ưu Tiên Tốt Nghiệp MBA),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,31-12-2025,https://topdev.vn/detail-jobs/business-analyst-uu-tien-tot-nghiep-mba-misa-software-2073044?src=topdev_home&medium=superhotjobs
12-14-2025,Fullstack Developer,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,31-12-2025,https://topdev.vn/detail-jobs/fullstack-developer-win-2073142?src=topdev_home&medium=superhotjobs
12-14-2025,Khối CNTT - CVC/CVCC Phân tích dữ liệu (DS),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,31-12-2025,https://topdev.vn/detail-jobs/khoi-cntt-cvc-cvcc-phan-tich-du-lieu-ds-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2073151?src=topdev_home&medium=superhotjobs
12-14-2025,Khối CNTT - CV/CVC/CVCC Phân tích Nghiệp vụ dữ liệu (DATA BA),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,31-12-2025,https://topdev.vn/detail-jobs/khoi-cntt-cv-cvc-cvcc-phan-tich-nghiep-vu-du-lieu-data-ba-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2073154?src=topdev_home&medium=superhotjobs
12-14-2025,Business Analyst,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,01-01-2026,https://topdev.vn/detail-jobs/business-analyst-bim-group-2073359?src=topdev_home&medium=superhotjobs
12-14-2025,APAC DATA HUB – SENIOR DATA SCIENCE,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,01-01-2026,https://topdev.vn/detail-jobs/apac-data-hub-senior-data-science-tiger-tribe-2073642?src=topdev_home&medium=superhotjobs
12-14-2025,Chuyên viên tư vấn khách hàng (dịch vụ 1-1),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,03-01-2026,https://topdev.vn/detail-jobs/chuyen-vien-tu-van-khach-hang-dich-vu-1-1-cong-ty-tnhh-nexoai-2075035?src=topdev_home&medium=superhotjobs
12-14-2025,Backend Developer (Golang or Python),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,04-01-2026,https://topdev.vn/detail-jobs/backend-developer-golang-or-python-cong-ty-tnhh-kway-vina-2075408?src=topdev_home&medium=superhotjobs
12-14-2025,Parttime IT Server Manager,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,07-01-2026,https://topdev.vn/detail-jobs/parttime-it-server-manager-icem-2075804?src=topdev_home&medium=superhotjobs
12-14-2025,Sr/ Jr Software Developers (Back End – Golang / Java),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,09-01-2026,https://topdev.vn/detail-jobs/sr-jr-software-developers-back-end-golang-java-sgh-asia-2077204?src=topdev_home&medium=superhotjobs
12-14-2025,KỸ THUẬT VIÊN (TẠI TP BẮC NINH/ QUẾ VÕ/ THUẬN THÀNH/ LƯƠNG TÀI/TIÊN DU/TỪ SƠN),CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,24-12-2025,https://topdev.vn/detail-jobs/ky-thuat-vien-tai-tp-bac-ninh-que-vo-thuan-thanh-luong-tai-tien-du-tu-son-cong-ty-co-phan-vien-thong-fpt-chi-nhanh-bac-ninh-2070206?src=topdev_home&medium=superhotjobs
12-14-2025,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT- CHI NHÁNH BẮC NINH,8.000.000 VND to 15.000.000 VND,Bắc Ninh,24-12-2025,https://topdev.vn/detail-jobs/ky-thuat-vien-tai-tp-bac-ninh-que-vo-thuan-thanh-luong-tai-tien-du-tu-son-cong-ty-co-phan-vien-thong-fpt-chi-nhanh-bac-ninh-2070206?src=topdev_home&medium=superhotjobs
12-14-2025,Senior Product Owner,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/senior-product-owner-daoukiwoom-innovation-2067269?src=topdev_home&medium=superhotjobs
12-14-2025,Junior IT Engineer (ERP/PowerAutomate),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",18-12-2025,https://topdev.vn/detail-jobs/junior-it-engineer-erp-powerautomate-cong-ty-co-phan-xay-dung-va-cong-nghiep-nsn-2067839?src=topdev_home&medium=superhotjobs
12-14-2025,MCU Software Development,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",18-12-2025,https://topdev.vn/detail-jobs/mcu-software-development-litetrace-vietnam-co-ltd-2067962?src=topdev_home&medium=superhotjobs
12-14-2025,Senior Data Product Owner (Life Insurance Project),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",19-12-2025,https://topdev.vn/detail-jobs/senior-data-product-owner-life-insurance-project-techcombank-2068432?src=topdev_home&medium=superhotjobs
12-14-2025,Junior/ Middle Full-Stack .NET Developer,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/junior-middle-full-stack-net-developer-cong-ty-co-phan-htc-vien-thong-quoc-te-2068864?src=topdev_home&medium=superhotjobs
12-14-2025,Digital Platform Business Analyst (BA),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",20-12-2025,https://topdev.vn/detail-jobs/digital-platform-business-analyst-ba-cathay-insurance-vietnam-co-ltd-2069020?src=topdev_home&medium=superhotjobs
12-14-2025,TIGER TRIBE – DEVOPS ENGINEER,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",21-12-2025,https://topdev.vn/detail-jobs/tiger-tribe-devops-engineer-tiger-tribe-2069411?src=topdev_home&medium=superhotjobs
12-14-2025,Chuyên viên Phân tích nghiệp vụ - Business Analyst - Khối Công nghệ thông tin (HOLT.05),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",21-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-phan-tich-nghiep-vu-business-analyst-khoi-cong-nghe-thong-tin-holt-05-mbbank-2069670?src=topdev_home&medium=superhotjobs
12-14-2025,Junior Developer Back-end,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",21-12-2025,https://topdev.vn/detail-jobs/junior-developer-back-end-cong-ty-co-phan-hang-hai-vsico-2069729?src=topdev_home&medium=superhotjobs
12-14-2025,Nhân viên Software Developer (Dev),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",24-12-2025,https://topdev.vn/detail-jobs/nhan-vien-software-developer-dev-benh-vien-da-khoa-phuong-dong-chi-nhanh-cong-ty-tnhh-to-hop-y-te-phuong-dong-2069984?src=topdev_home&medium=superhotjobs
12-14-2025,Technical Service Engineer BD (Open to Freshers),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",25-12-2025,https://topdev.vn/detail-jobs/technical-service-engineer-bd-open-to-freshers-konica-minolta-business-solutions-vietnam-2070859?src=topdev_home&medium=superhotjobs
12-14-2025,Chuyên Viên Hỗ Trợ Vận Hành Hệ Thống Oracle EBS,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",26-12-2025,https://topdev.vn/detail-jobs/chuyen-vien-ho-tro-van-hanh-he-thong-oracle-ebs-cong-ty-co-phan-tap-doan-hoa-sen-2070897?src=topdev_home&medium=superhotjobs
12-14-2025,Back-end Engineer (Python),DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",26-12-2025,https://topdev.vn/detail-jobs/back-end-engineer-python-cong-ty-tnhh-diaflow-2071021?src=topdev_home&medium=superhotjobs
12-14-2025,Business Analyst / Project Manager,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",26-12-2025,https://topdev.vn/detail-jobs/business-analyst-project-manager-cong-ty-tnhh-diaflow-2071044?src=topdev_home&medium=superhotjobs
12-14-2025,Software Developer (.NET) - Distribution and Forecasting Team,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",26-12-2025,https://topdev.vn/detail-jobs/software-developer-net-distribution-and-forecasting-team-cong-ty-co-phan-the-gioi-di-dong-2071085?src=topdev_home&medium=superhotjobs
12-14-2025,Senior Product Owner,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/senior-product-owner-daoukiwoom-innovation-2067269?src=topdev_home&medium=superhotjobs
12-14-2025,DaouKiwoom Innovation,DaouKiwoom Innovation,Thương lượng,"Quận Bình Thạnh, Hồ Chí Minh",14-12-2025,https://topdev.vn/detail-jobs/senior-product-owner-daoukiwoom-innovation-2067269?src=topdev_home&medium=superhotjobs
12-12-2025,Executive – IT,CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",27-12-2025,https://topdev.vn/detail-jobs/executive-it-cong-ty-tnhh-giao-nhan-expolanka-viet-nam-2071372?src=topdev_home&medium=superhotjobs
12-12-2025,[HN] Lập trình viên iOS,CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",31-12-2025,https://topdev.vn/detail-jobs/hn-lap-trinh-vien-ios-vnpay-2072854?src=topdev_home&medium=superhotjobs
12-12-2025,Khối CNTT - CV/CVC/CVCC Vận hành hạ tầng,CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",31-12-2025,https://topdev.vn/detail-jobs/khoi-cntt-cv-cvc-cvcc-van-hanh-ha-tang-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2072940?src=topdev_home&medium=superhotjobs
12-12-2025,Khối CNTT - CV/CVC/CVCC Kiểm thử an toàn thông tin,CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",31-12-2025,https://topdev.vn/detail-jobs/khoi-cntt-cv-cvc-cvcc-kiem-thu-an-toan-thong-tin-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2073152?src=topdev_home&medium=superhotjobs
12-12-2025,Automation Tester (QA QC/ Tester),CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",04-01-2026,https://topdev.vn/detail-jobs/automation-tester-qa-qc-tester-endava-vietnam-2075112?src=topdev_home&medium=superhotjobs
12-12-2025,Recruitment Platform Intern (Market Research - Tốt tiếng Hàn),CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",07-01-2026,https://topdev.vn/detail-jobs/recruitment-platform-intern-market-research-tot-tieng-han-daoukiwoom-innovation-2075797?src=topdev_home&medium=superhotjobs
12-12-2025,Consulting Sales Manager / Sales Executive,CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",28-12-2025,https://topdev.vn/detail-jobs/consulting-sales-manager-sales-executive-cong-ty-tnhh-capgemini-viet-nam-2072333?src=topdev_home&medium=superhotjobs
12-12-2025,[2025_CSANTT]_Chuyên viên Chính sách an ninh thông tin (An ninh ứng dụng),CÔNG TY TNHH GIAO NHẬN EXPOLANKA (VIỆT NAM),Thương lượng,"Quận 10, Hồ Chí Minh",19-12-2025,https://topdev.vn/detail-jobs/2025-csantt-chuyen-vien-chinh-sach-an-ninh-thong-tin-an-ninh-ung-dung-vietcombank-2068556?src=topdev_home&medium=superhotjobs
